구분,명칭,유의어
성명,Dr. Ir. Firdaus Ali                    ,Dr. Ir. Firdaus Ali                     President
성명,Ir. Jarot Widyoko,Ir. Jarot Widyoko General Chairman
성명,Prof. Kazumasa Ito,Prof. Kazumasa Ito Professor
성명,Prof. Ken'ichi Nakagami,Prof. Ken'ichi Nakagami Professor
성명,Dr. Lu Jinyou,Dr. Lu Jinyou President
성명,Mr. Xinhua Tang,Mr. Xinhua Tang Secretary-General
성명,Dr. Ke Zhang,Dr. Ke Zhang Professor
성명,Ms. Peng Jing,Ms. Peng Jing Vice President
성명,Mr. Zhao HAO,Mr. Zhao HAO Secretary General
성명,Prof. Yun LI,Prof. Yun LI Vice President
성명,Prof. Zhongjing Wang,Prof. Zhongjing Wang Professor
성명,Prof. Mukand S. Babel,Prof. Mukand S. Babel Professor
성명,Dr. Philippe Gourbesville,Dr. Philippe Gourbesville President
성명,유종일,유종일 원장
성명,유병로,유병로 교수
성명,서석호,서석호 변호사
성명,김주식,김주식 고문
성명,김미주,김미주 이사 
성명,송영일 ,송영일  선임연구위원
성명,Ms. Lee Eun Ju,Ms. Lee Eun Ju CEO
성명,Mr Bae Gyung Un,Mr Bae Gyung Un Vice CEO
성명,Mr. Xingqiang Niu ,Mr. Xingqiang Niu  President
성명,Mr. Huihui Yang,Mr. Huihui Yang Senior Engineer
성명,Mr. Dewen Yin,Mr. Dewen Yin Director
성명,Ju Yang,Ju Yang Secretary
성명,Mr. Waqar Ahmad Khan,Mr. Waqar Ahmad Khan CEO
성명,Mr. Jose Victor Emmanuel A de Dios   ,Mr. Jose Victor Emmanuel A de Dios    President/CEO
성명,Mr. Ramoncito Fernandez,Mr. Ramoncito Fernandez CEO
성명,Mr. Jeong-min Hong,Mr. Jeong-min Hong Director
성명,H.E. Thongphath Inthavong,H.E. Thongphath Inthavong Vice Minister
성명,Mr. Ngampsasong Muongmany,Mr. Ngampsasong Muongmany Minister
성명,Sengphasouk Xayavong,Sengphasouk Xayavong Researcher
성명,Mr. Yusof Apdal,Mr. Yusof Apdal Deputy Minister
성명,Mr. Tserenbat Namsrai ,Mr. Tserenbat Namsrai  Minister
성명,H.E. Min Naung,H.E. Min Naung Minister
성명,Sujit Haowlader,Sujit Haowlader Deputy Secretary
성명,Dr. Duong Du BUI,Dr. Duong Du BUI Director
성명,H.E. Basuki Hadimuljono,H.E. Basuki Hadimuljono Minister
성명,Mr. LI Ge,Mr. LI Ge Deputy Director General
성명,H.E. Ponh Sachak,H.E. Ponh Sachak Deputy Minister
성명,Dr. Somkiat Prajamwong,Dr. Somkiat Prajamwong Secretary General
성명,Ms. Leonor Cleofas,Ms. Leonor Cleofas Administrator
성명,Dr. Ramdeep SAH,Dr. Ramdeep SAH Senior WASH Expert
성명,Dr. Ramdeep SAH,Dr. Ramdeep SAH Chairman
성명,Dr. Bindu Lohani,Dr. Bindu Lohani President
성명,Dr. Anoulak Kittikhoun ,Dr. Anoulak Kittikhoun  CEO
성명,Dr. Batsuuri Jamiyansuren,Dr. Batsuuri Jamiyansuren Chairperson
성명,Mr. Salah Uddin,Mr. Salah Uddin Executive Director
성명,Dr. Nidal Salim,Dr. Nidal Salim Director General
성명,Kosuke Terai,Kosuke Terai Officer
성명,Mr. Tom Soo,Mr. Tom Soo Executive Directo
성명,Mr. Callum Clench,Mr. Callum Clench Director
성명,Mr. Guljamal Nurmuhamedova,Mr. Guljamal Nurmuhamedova Regional Coordinator
성명,Dr. Vadim Sokolov,Dr. Vadim Sokolov Director
성명,Ms. Louise Whiting,Ms. Louise Whiting Water Management Officer
성명,Mr. Brig Aslam Khan,Mr. Brig Aslam Khan President
성명,Mr. Callum Clench,Mr. Callum Clench Executive Director
성명,Mr. De Vivo,Mr. De Vivo Secretary General
성명,Mr. Eric TARDIEU,Mr. Eric TARDIEU Secretary General
성명,Dr. Alexandros K. Makarigakis,Dr. Alexandros K. Makarigakis Programme Specialist
성명,Mr. Michael Wilson,Mr. Michael Wilson CEO of eWATER
성명,Mr. Sudipto Sarkar,Mr. Sudipto Sarkar Lead Specialist
성명,Ms. Neeta Pokhrel,Ms. Neeta Pokhrel Director
성명,Phonepaseuth Phouliphanh,Phonepaseuth Phouliphanh Secretary General
성명,Mr. Taqsem Khan,Mr. Taqsem Khan Managing Director & CEO
성명,Mr. Nguyen Chi Nghia,Mr. Nguyen Chi Nghia Director General
성명,Mr. Tiing Liang Moh,Mr. Tiing Liang Moh Deputy Director
성명,Mr. Fahmi Hidayat,Mr. Fahmi Hidayat Chief Financial Manager
성명,Mr. Jing Guan,Mr. Jing Guan Deputy Director
성명,Dr. Somsak Poothongchairit,Dr. Somsak Poothongchairit Deputy Governor
성명,Ms. Yolanda B. Gomez,Ms. Yolanda B. Gomez Partnership Coordinator
성명,류상봉,류상봉 그룹장
성명,조용덕,조용덕 처장
성명,장석환,장석환 교수
성명,김병은,김병은 팀장
성명,박희경,박희경 교수
성명,박상영,박상영 센터장
성명,김홍상,김홍상 원장
성명,박현주,박현주 차장
성명,노수홍,노수홍 단장
성명,김해용,김해용 사무총장
성명,서희정,서희정 팀장
성명,허경구,허경구 사장
성명,류기희,류기희 교수
성명,남궁은,남궁은 부총재
성명,명소정,명소정 담당관
성명,문상원,문상원 대외협력실장
성명,강석봉,강석봉 팀장
성명,권선준,권선준 대표
성명,한명웅,한명웅 대표
성명,김형기,김형기 대표
성명,유윤종,유윤종 소장
성명,최옥진,최옥진 부장
성명,고덕구,고덕구 부사장
성명,유영상,유영상 대표
성명,박대희,박대희 이사
성명,조광희,조광희 이사
성명,손영섭,손영섭 차장
성명,신병섭,신병섭 이사
성명,김대곤,김대곤 대표
성명,박동욱,박동욱 사장
성명,장고일,장고일 지사장
성명,채석준,채석준 박사
성명,나승욱,나승욱 전무
성명,김혜성,김혜성 부사장
성명,고익환,고익환 부사장
성명,최영준,최영준 본부장
성명,장규화,장규화 대표
성명,허응무,허응무 대표
성명,허승욱,허승욱 팀장
성명,강태호,강태호 전무
성명,김창시,김창시 부사장
성명,최득화,최득화 대표이사
성명,양승환,양승환 대표
성명,남동한,남동한 이사
성명,김진교,김진교 과장
성명,유병찬,유병찬 상무
성명,이동수,이동수 상무
성명,황형식,황형식 기술이사
성명,이슬비,이슬비 대리
성명,임재한,임재한 부장
성명,정규희,정규희 위원
성명,김건하,김건하 회장
성명,전경수,전경수 회장
성명,박성제,박성제 연구개발본부장
성명,한국헌,한국헌 박사
성명,강부식,강부식 교수
성명,김헌영,김헌영 총장
성명,김종원,김종원 명예연구위원
성명,이창훈,이창훈 원장
성명,이주헌,이주헌 교수
성명,유하나,유하나 대리
성명,노일수,노일수 글로벌협력실장
성명,신지혜,신지혜 연구원
성명,김현주,김현주 팀장
성명,정정희,정정희 사무관
성명,조희목,조희목 사무관
성명,최정희,최정희 주무관
성명,김재용,김재용 주무관
성명,정기원   ,정기원    과장
성명,김수진,김수진 주무관
성명,반기문,반기문 이사장
성명,Catherine Raper,Catherine Raper 대사
성명,문미옥,문미옥 원장
성명,박환일,박환일 본부장
성명,이승호,이승호 교수
성명,Bounkham Vorachit,Bounkham Vorachit 장관
성명,Abduvakkos Abdurahmanov,Abduvakkos Abdurahmanov Team Leader
성명,Soudavee Keopaseuth,Soudavee Keopaseuth Deputy Secretary General of LNMC
성명,Singthong Phanthamala,Singthong Phanthamala Director
성명,Kongmeng Ly,Kongmeng Ly Ecosystem and Wetland Specialist
성명,George Butler,George Butler Principal Specialist
성명,Kyaw Min Oo,Kyaw Min Oo 사무차관
성명,Moe Oo,Moe Oo Deputy Director
성명,Maung Maung Naing,Maung Maung Naing Director
성명,Dang Quoc Khanh,Dang Quoc Khanh 장관
성명,Jake Brunner,Jake Brunner Head of Lower-Mekong Sub-Region
성명,Nguyen Thi Thu Linh,Nguyen Thi Thu Linh Director
성명,Le Thi Huong,Le Thi Huong Head of Division
성명,Bruno Oberle,Bruno Oberle Director General
성명,An Pich hatda,An Pich hatda Secretary of State
성명,Chheang Hong,Chheang Hong Director
성명,Suriyan Vichitlekarn,Suriyan Vichitlekarn 연구소장
성명,Somsak Thepsutin,Somsak Thepsutin 장관
성명,Steven G.Olive,Steven G.Olive Mission Director
성명,John Dore,John Dore Lead Water Specialist
성명,Chayan Muangsong,Chayan Muangsong Deputy Secretary General
성명,"Wimolpat Bumbudsanpharoke 
Khamkanya","Wimolpat Bumbudsanpharoke 
Khamkanya Expert on Economic Analysis"
성명,Hans Guttman,Hans Guttman Executive Director
성명,Peeranan Towashiraporn,"Peeranan Towashiraporn Director of Geospatial
 Information Department"
성명,Carl Middleton,Carl Middleton Professor
성명,Vangelis Constantianos,Vangelis Constantianos Executive Secretary
성명,박종규,박종규 경협총괄본부 부행장
성명,이윤영,이윤영 이사장 직무대행
성명,홍석화,홍석화 상임이사
성명,송민현,송민현 상임이사
성명,임정희,임정희 상임이사
성명,정회진,정회진 글로벌인재사업본부 본부장
성명,서정인,서정인 감사
성명,윤희성,윤희성 은행장
성명,권우석,권우석 전무이사
성명,김태수,김태수 상임이사
성명,Witchu Vejjajiva,Witchu Vejjajiva 대사
성명,Songkane Luangmuninthone,Songkane Luangmuninthone 대사
성명,Nguyen Vu Tung,Nguyen Vu Tung 대사
성명,Chring Botumrangsay,Chring Botumrangsay 대사
성명,Thant Sin,Thant Sin 대사
성명,Philip Seth Goldberg,Philip Seth Goldberg 대사
성명,Tarash Papaskua,Tarash Papaskua 대사
성명,Dmytro PONOMARENKO,Dmytro PONOMARENKO 대사
성명,정태용 ,정태용  교수
성명,한승수,한승수 총리
성명,백선재,백선재 본부장
성명,곽결호,곽결호 총재
성명,이병호,이병호 사장
성명,이영기,이영기 원장
성명,염경택,염경택 연구소장
성명,Amgad Elmahdi,Amgad Elmahdi Senior Specialist
성명,Bapon Fakhruddin,Bapon Fakhruddin Senior Specialist
성명,신봉우,신봉우 센터장
성명,Hakseok Ryu,Hakseok Ryu Director
성명,"마리아 테레사 비, 디존-데 베가","마리아 테레사 비, 디존-데 베가 대사"
성명,나빌무니르,나빌무니르 대사
성명,다툭 림 주아이 진,다툭 림 주아이 진 대사
성명,키롬 살로히딘,키롬 살로히딘 대사
성명,팜 뜩 민,팜 뜩 민 1등 서기관
성명,도티 빅 옥,도티 빅 옥 참사관
성명,Sunavi Keo Phamas,Sunavi Keo Phamas Head of Secretariat
성명,Chanthanet Bualapa,Chanthanet Bualapa Deputy minister
성명,H.E. Mr Chanthanet Boualapha,H.E. Mr Chanthanet Boualapha Vice Minister 
성명,Tsogtsaikhan Ganchluun,Tsogtsaikhan Ganchluun Chairman
성명,파트릭 커,파트릭 커 회장
성명,Yogita Mumssen,Yogita Mumssen Practice Manager
성명,Patrick J. Kerr,Patrick J. Kerr President
성명,Pat Kerr,Pat Kerr President
성명,HP Nanda,HP Nanda CEO
성명,Josh Weinberg,Josh Weinberg Senior Policy Advisor
성명,Andrea Erickson,Andrea Erickson Managing Director
성명,Aung Kyaw Tun,Aung Kyaw Tun Deputy Minister
성명,Chanthanet BOUALAPHA,Chanthanet BOUALAPHA Vice Minister
성명,H.E. Kefentse Mzwandile,H.E. Kefentse Mzwandile Minister of Lands and Water Affairs
성명,Vinicius Fuzeira de Sa e Benevides,Vinicius Fuzeira de Sa e Benevides President 
성명,소재향,소재향 위원장
성명,Thomas Rebermark,Thomas Rebermark Director
성명,니달 살림,니달 살림 사무총장
성명,Dr Amy Khor,Dr Amy Khor Senior Minister
성명,Alfonso Ferdinand A. VER,Alfonso Ferdinand A. VER Ambassador
성명,Mahamadou Tounkara,Mahamadou Tounkara Regional Director
성명,Aida Sitdikov,Aida Sitdikov 유라시아에너지국장
성명,David Managadze,David Managadze 에너지유라시아조지아부국장
성명,David Tyler,David Tyler 유라시아에너지팀장
성명,Mark Waskiewicz,Mark Waskiewicz 유라시아에너지담당
성명,Odile Renaud-Basso,Odile Renaud-Basso President
성명,Jurgen Rigterink,Jurgen Rigterink First Vice President
성명,Mark Bowman,Mark Bowman Vice President
성명,Soha El-Turky,Soha El-Turky Vice President
성명,Beata Javorcik,Beata Javorcik Chief Economist
성명,Kazuhiko Koguchi,Kazuhiko Koguchi Secretary General
성명,Dina Matta,Dina Matta Vice President
성명,Alain Pillous,Alain Pillous Vice President
성명,Carloss San Basilio,Carloss San Basilio Managing Director
성명,Annemarie Straathof,Annemarie Straathof Vice President
성명,Michael Strauss,Michael Strauss Global Director
성명,Hannah Meadley-Roberts,Hannah Meadley-Roberts Managing Director
성명,Richard Porter,Richard Porter Managing Director
성명,이승욱,이승욱 대리이사 
성명,하광식,하광식 과장
성명,Kwangsik Ha,Kwangsik Ha Principal
성명,Sean Lee,Sean Lee Alternate Director
성명,Dilshod S. Azimov,Dilshod S. Azimov 사장
성명,Shavkat R. KHAMRAEV,Shavkat R. KHAMRAEV Minister
성명,Peter Oleksandrovich,Peter Oleksandrovich Duputy Chairman
성명,Yermak Volodymyr Viktorivych,Yermak Volodymyr Viktorivych Deputy Head
성명,Petro Panteleyev,Petro Panteleyev Deputy Head
성명,Oleh OSOSKOV,Oleh OSOSKOV 회사
성명,Vadym Rassovskyi,Vadym Rassovskyi Chief Engineer
성명,Dr. Vladyslava Magaletska,Dr. Vladyslava Magaletska Deputy Minister
성명,Dr. Youssef Brouziyne,Dr. Youssef Brouziyne Head of Mena Office
성명,Jauad EI Kharraz,Jauad EI Kharraz Executive Director
성명,Dr. Rachael McDonnel,Dr. Rachael McDonnel Deputy Director General
성명,네라파틀라 아쇽 바부,네라파틀라 아쇽 바부 국장
성명,Bambang Susantono,Bambang Susantono Kepala
성명,Hiroki Kenzo,Hiroki Kenzo Professor
성명,Mina Guli,Mina Guli Water Advocate & Ultra Runner
성명,Mikio ISHIWATARI,Mikio ISHIWATARI Board Director
성명,KOYARI Takashi,KOYARI Takashi Vice-Minister
성명,YuanYuan Li,YuanYuan Li President
성명,Ma JuanHua,Ma JuanHua Commissioner
성명,LIU Weiping,LIU Weiping Vice Minister
성명,Thor Chetha,Thor Chetha 장관
성명,틴 폰록,틴 폰록 차관
성명,An Pitch Hatda,An Pitch Hatda 메콩강위원회 사무총장
성명,자카라이아 뭉기 내루,자카라이아 뭉기 내루 장관
성명,Zachariah M. Njeru,Zachariah M. Njeru Cabinet Secretary
성명,Jakob Moller Nielsen,Jakob Moller Nielsen Deputy Permanent Secretary
성명,Magnus Heuticke,Magnus Heuticke Minister
성명,멜리소브 이스켄데르 멜리소비치,멜리소브 이스켄데르 멜리소비치 국장
성명,Rahimzoda Sulton,Rahimzoda Sulton Chairman
성명,샤바즈 칸,샤바즈 칸 사무총장
성명,Surasri KIDTIMONTON (Ph.D),Surasri KIDTIMONTON (Ph.D) Secretary-General
성명,H. İrfan Aker,H. İrfan Aker President
성명,크리스토프 메켓,크리스토프 메켓 아시아지사장
성명,아멧 사치,아멧 사치 집행이사
성명,Alehandra S???,Alehandra S??? IFIs Manager
성명,Benedito Braga,Benedito Braga President
성명,Dinara Ziganshina,Dinara Ziganshina Director
성명,Kitamori Kumi,Kitamori Kumi Deputy Director 
성명,ATTY. ELPIDIO J. VEGA,ATTY. ELPIDIO J. VEGA Chairman
성명,김도식,김도식 3등 서기관
성명,상승만,상승만 총영사
성명,Pablito C. Argamosa,Pablito C. Argamosa Consultant
성명,"Bernardino M. Abellera, JR.","Bernardino M. Abellera, JR. Corporate staff Officer"
성명,Fernando Martin Y. Roxas,Fernando Martin Y. Roxas President
성명,Yevgeniy Zhukov,Yevgeniy Zhukov Director General Centeral and west Asia department
성명,CARLOS NOEL P.CARLOS Jr.,CARLOS NOEL P.CARLOS Jr. COO
성명,ATTY. VICENTE HOMER B. REVIL,ATTY. VICENTE HOMER B. REVIL Administrator
성명,"ATTY.JO KRISTINE ""KAYE"" G. CELERA","ATTY.JO KRISTINE ""KAYE"" G. CELERA Director"
성명,최용현,최용현 1등서기관 및 국토관
성명,권순현,권순현 참사관
성명,이상화,이상화 대사
성명,Ramesh Subramaniam,Ramesh Subramaniam Director General and Chief
성명,Alain X. Morel,Alain X. Morel Principal Country Specialist
성명,Malte Maass,Malte Maass Climate Change Specialist
성명,H.E. Maria Antonia Yulo-Loyzaga,H.E. Maria Antonia Yulo-Loyzaga Secretary
성명,Junkyu Lee,"Junkyu Lee Director, Finance"
성명,Winfried F. Wicklein,Winfried F. Wicklein Director General
성명,Sangmin Ryu,Sangmin Ryu Executive Director
성명,EDGAR L DONA,EDGAR L DONA Vice President
성명,Vicente 0. Valle,Vicente 0. Valle Principal
성명,ENGR. MERLY M. CRUZ,ENGR. MERLY M. CRUZ Board of Trus
성명,Ben Davey,Ben Davey 정치참사관
성명,Joy M Sakurai,Joy M Sakurai Deputy Chief of Mission
성명,김효은,김효은 기후변화대사
성명,아룬껀 부름마봉,아룬껀 부름마봉 공사참사관
성명,H.E Gandi Sulistiyanto,H.E Gandi Sulistiyanto Ambassador
성명,웬부동,웬부동 대사
성명,Hyojung Jung,Hyojung Jung Partner
성명,Eunwoo Son,Eunwoo Son Associate Director
성명,Ankit Chatruvedi,Ankit Chatruvedi Managing Director
성명,Varun Dave,Varun Dave Associate Director
성명,Parmeet Singh,Parmeet Singh Senior Associate
성명,Ritik Maheshiwari,Ritik Maheshiwari Associate
성명,Michael Diosi,Michael Diosi Partner
성명,Troy Edwards,Troy Edwards Partner
성명,Henry Sohn,Henry Sohn Partner
성명,Jason Symington,Jason Symington Senior Associate
성명,Andy Cartwright,Andy Cartwright Senior Associate
성명,Chris Mainwaring-Taylor,Chris Mainwaring-Taylor Partner
성명,John Rainbird,John Rainbird Counsel
성명,Sandro Bibilashvili ,Sandro Bibilashvili  Partner
성명,Anders Gustav Pettersen,Anders Gustav Pettersen Managing Director
성명,Dominique Buffin,"Dominique Buffin ESDD, ESIA & ESMP Expert 
(SLR Consulting Director)"
성명,Clement Repussard,"Clement Repussard Social Anthropologist, PhD
(Technical Director Social Safeguards)"
성명,Steve Chang,Steve Chang Director
성명,Juno Park,Juno Park Senior Manageer
성명,David Managadze,"David Managadze Associate Director, Senior Banker"
성명,Sam (Coen) Walker,Sam (Coen) Walker Senior Environmental Advisor
성명,Sukran Caglayan Mumcu,Sukran Caglayan Mumcu ‎Senior Corporate Social Responsibility Consultant
성명,David McKeon,David McKeon Principal Engineer
성명,David Urbaneja-Furelos,David Urbaneja-Furelos Investment Specialist
성명,Tato Tsintsadze,Tato Tsintsadze ADB commercial team
성명,Jocelyn Erlinda Munsayac,Jocelyn Erlinda Munsayac Senior Safeguards Specialist
성명,Aida Khalil Gomez,Aida Khalil Gomez Safeguards Specialist
성명,Juan Audibert,Juan Audibert Senior Investment Officer
성명,Juliette Leusink,Juliette Leusink Senior Investment Officer
성명,Olivier Tricca,Olivier Tricca Senior Engineer and Energy Expert
성명,Eva Maria Mayerhofer,Eva Maria Mayerhofer Lead Environment Specialist
성명,Jacopo Lensi,Jacopo Lensi Head of Division of EIB legal team
성명,Victor Dominiak,Victor Dominiak Legal Counsel
성명,Federico Ferrario,Federico Ferrario Energy Economist
성명,Prakash Bajoria,Prakash Bajoria Senior Investment Officer
성명,Veronique Allarousse,Veronique Allarousse Senior Legal Consultant
성명,Chongwu Sun,Chongwu Sun Senior Environment Specialist
성명,Chitambala John Sikazwe,Chitambala John Sikazwe Senior Procurement Specialist (Operations)
성명,"Siva Rama Krishna Sastry 
Jyosyula","Siva Rama Krishna Sastry 
Jyosyula Senior Social Development Specialist"
성명,Su Jeong Kwon (권수정),Su Jeong Kwon (권수정) Director
성명,You Min Kim (김유민),You Min Kim (김유민) Deputy Director
성명,Byung Wook Kim (김병욱),Byung Wook Kim (김병욱) Assistant Manager
성명,Heejin Yoon (윤희진),Heejin Yoon (윤희진) Team Head
성명,Sangmin Ahn (안상민),Sangmin Ahn (안상민) Senior Manager
성명,Hyungkook Park (박형국),Hyungkook Park (박형국) Senior Manager
성명,Yeseul Baek (백예슬),Yeseul Baek (백예슬) Senior Officer
성명,Seungjin Moon (문승진),Seungjin Moon (문승진) Senior Loan Officer
성명,Jiwon Shin (신지원),Jiwon Shin (신지원) Senior Loan Officer
성명,Nikolai Eatwell,Nikolai Eatwell Partner
성명,Milica Zatezalo-Falatar,Milica Zatezalo-Falatar Counsel
성명,Levan Davitashvili,Levan Davitashvili Minister
성명,Romeo Mikautadze,Romeo Mikautadze Deputy Minister
성명,Jubo Turashvili,"Jubo Turashvili Head of Energy Policy and Investment
 Projects Department"
성명,Revaz Tkavadze,Revaz Tkavadze Deputy Director
성명,Han Sung Lee (이한성),Han Sung Lee (이한성) Deputy General Manager
성명,Jae Yeon Kim (김재연),Jae Yeon Kim (김재연) Manager
성명,Taeyoun Cho (조태연),Taeyoun Cho (조태연) Manager
성명,Jun Hyk Huh (허준혁),Jun Hyk Huh (허준혁) Team Head
성명,Haebeom Cheon (천해범),Haebeom Cheon (천해범) Senior Manager
성명,Kooil Kwon (권구일),Kooil Kwon (권구일) Senior Manager
성명,Jaeyeon Sohn (손재연),Jaeyeon Sohn (손재연) Senior Manager
성명,Wontack Suh (서원탁),Wontack Suh (서원탁) Senior Manager
성명,Jihoon Lee (이지훈),Jihoon Lee (이지훈) Manager
성명,Muhammad Ali,"Muhammad Ali Minister of Energy (Power Division)
"
성명,ASAD REHMAN GILANI,ASAD REHMAN GILANI Federal Secretary (Power Division)
성명,Shah Jahan Mirza,"Shah Jahan Mirza Managing Director
(PPIB)"
성명,Rihan Akhter,Rihan Akhter Chief Executive Officer (CEO)
성명,Waseem Mukhtar,Waseem Mukhtar Chairman
성명,Mathar Niaz Rana,Mathar Niaz Rana MEMBER (TARIFF AND FINANCE) BALOCHISTAN
성명,Engr. Maqsood Anwar Khan,Engr. Maqsood Anwar Khan MEMBER KHYBER PAKHTUNKHWA
성명,Ms. Amina Ahmed,Ms. Amina Ahmed MEMBER (LAW)
성명,Rafique Ahmad Shaikh,Rafique Ahmad Shaikh MEMBER (TECHNICAL) SINDH
성명,Abdul Majid Khan,Abdul Majid Khan Finance Minister
성명,Ch. Arshad Hussain,Ch. Arshad Hussain Minister of Electricity
성명,Dr Nathalie Staelens ,Dr Nathalie Staelens  Lead Environment Specialist
성명,Elmar Elbling,Elmar Elbling Infrastructure Specialist
성명,Rafayil Abbasov,Rafayil Abbasov Senior Energy Specialist 
성명,Andrew Bird,Andrew Bird Asia Pacific Dams and Hydro Market Leader
성명,Rod Hilton,Rod Hilton Australian High Comissioner to Solomon Islands
성명,Nick Yiannakopoulos,Nick Yiannakopoulos Investment Manager
성명,KANG Ho Jeung,KANG Ho Jeung Ambassador
성명,Um Seunggpo,Um Seunggpo Deputy Chief of Mission
성명,Ryu Jong Woo,Ryu Jong Woo Third Secretary & Vice Consul 
직위,국회의원,국회의원
직위,회장,회장
직위,Minister,장관
직위,Global Director,글로벌 디렉터
직위,Chief of Engineers and Commanding General,엔지니어 팀장 및 사령관
직위,Secretary-General,사무총장
직위,Executive Secretary,경영 비서
직위,Senior Water & Climate Specialist,고급 물과 기후 전문가
직위,Director,감독
직위,Chairman,의장
직위,Special Advisor ,특별자문관
직위,Parliamentary Vice-Minister,국회 부 장관
직위,President,대통령
직위,Senior Vice President,상무이사
직위,Executive Director,실행 이사
직위,Vice Chairperson,부회장
직위,Director-General,총장
직위,사무총장,사무총장
직위,Vice-President,부사장
직위,Principal Water Resources Specialist,주요 수자원 전문가
직위,Deputy Minister for Water Affairs,물 관련 부 장관
직위,Chef de Cabinet,쉐프 드 캐비넷
직위,EU Special Representative,EU 특별 대표
직위,일등 서기관,일등 서기관
직위,Mayor,시장
직위,Head,헤드
직위,Deputy Head,부교장
직위,Deputy Minister,차관
직위,Vice Mayor,부시장
직위,Member of Parliament,국회의원
직위,Deputy State Secretary,부 주무관
직위,First Deputy Mayor,제1 부시장
직위,Chief Executive Officer,대표이사
직위,Professor,교수
직위,General Chairman,총회장
직위,Vice President,부사장
직위,Secretary General,사무총장
직위,원장,원장
직위,교수,교수
직위,변호사,변호사
직위,고문,고문
직위,이사 ,이사 
직위,선임연구위원,선임연구위원
직위,CEO,대표이사
직위,Vice CEO,부사장
직위,Senior Engineer,선임 엔지니어
직위,Secretary,비서
직위,President/CEO,대통령/CEO
직위,Vice Minister,차관
직위,Researcher,연구원
직위,Deputy Secretary,부서기
직위,Deputy Director General,부사장
직위,Administrator,관리자
직위,Senior WASH Expert,고급 WASH 전문가
직위,Chairperson,의장
직위,Director General,총괄 이사
직위,Officer,관리자
직위,Executive Directo,실행 이사
직위,Regional Coordinator,지역 코디네이터
직위,Water Management Officer,물 관리 담당자
직위,Programme Specialist,프로그램 전문가
직위,CEO of eWATER,eWATER의 최고경영자
직위,Lead Specialist,주요 전문가
직위,Managing Director & CEO,관리 이사 & CEO
직위,Deputy Director,부서장
직위,Chief Financial Manager,재무 최고 책임자
직위,Deputy Governor,부지사
직위,Partnership Coordinator,파트너십 코디네이터
직위,그룹장,그룹장
직위,처장,처장
직위,팀장,팀장
직위,센터장,센터장
직위,차장,차장
직위,단장,단장
직위,사장,사장
직위,부총재,부총재
직위,담당관,담당관
직위,대외협력실장,대외협력실장
직위,대표,대표
직위,소장,소장
직위,부장,부장
직위,부사장,부사장
직위,이사,이사
직위,지사장,지사장
직위,박사,박사
직위,전무,전무
직위,본부장,본부장
직위,대표이사,대표이사
직위,과장,과장
직위,상무,상무
직위,기술이사,기술이사
직위,대리,대리
직위,위원,위원
직위,연구개발본부장,연구개발본부장
직위,총장,총장
직위,명예연구위원,명예연구위원
직위,글로벌협력실장,글로벌협력실장
직위,연구원,연구원
직위,사무관,사무관
직위,주무관,주무관
직위,이사장,이사장
직위,대사,대사
직위,장관,장관
직위,Team Leader,팀 리더
직위,Deputy Secretary General of LNMC,LNMC 부사무장
직위,Ecosystem and Wetland Specialist,생태계 및 습지 전문가
직위,Principal Specialist,주요 전문가
직위,사무차관,사무차관
직위,Head of Lower-Mekong Sub-Region,하부메콩 지역장
직위,Head of Division,분야별 책임자
직위,Secretary of State,국무장관
직위,연구소장,연구소장
직위,Mission Director,임무 감독
직위,Lead Water Specialist,주요 수자원 전문가
직위,Deputy Secretary General,부 사무총장
직위,Expert on Economic Analysis,경제 분석 전문가
직위,"Director of Geospatial
 Information Department",지리공간 정보 부서장
직위,경협총괄본부 부행장,경협총괄본부 부행장
직위,이사장 직무대행,이사장 직무대행
직위,상임이사,상임이사
직위,글로벌인재사업본부 본부장,글로벌인재사업본부 본부장
직위,감사,감사
직위,은행장,은행장
직위,전무이사,전무이사
직위,총리,총리
직위,총재,총재
직위,Senior Specialist,고급 전문가
직위,1등 서기관,1등 서기관
직위,참사관,참사관
직위,Head of Secretariat,비서국장
직위,Deputy minister,차관
직위,Vice Minister ,차관
직위,Practice Manager,실무 관리자
직위,Senior Policy Advisor,고위 정책 자문관
직위,Managing Director,관리 이사
직위,Minister of Lands and Water Affairs,토지 및 수자원 부 장관
직위,President ,대통령
직위,위원장,위원장
직위,Senior Minister,고위 장관
직위,Ambassador,대사
직위,Regional Director,지역 디렉터
직위,유라시아에너지국장,유라시아에너지국장
직위,에너지유라시아조지아부국장,에너지유라시아조지아부국장
직위,유라시아에너지팀장,유라시아에너지팀장
직위,유라시아에너지담당,유라시아에너지담당
직위,First Vice President,제1부회장
직위,Chief Economist,최고 경제학자
직위,대리이사 ,대리이사 
직위,Principal,교장
직위,Alternate Director,대리 이사
직위,Duputy Chairman,부회장
직위,회사,회사
직위,Chief Engineer,최고 기술자
직위,Head of Mena Office,메나 사무소장
직위,국장,국장
직위,Kepala,책임자(인도네시아)
직위,Water Advocate & Ultra Runner,물 옹호가 & 울트라 러너
직위,Board Director,이사회 이사
직위,Vice-Minister,차관
직위,Commissioner,위원장
직위,차관,차관
직위,메콩강위원회 사무총장,메콩강위원회 사무총장
직위,Cabinet Secretary,장관 비서관
